0,1,2,3,4,5,6,7,8,9
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
